name,description,info_link,category_id,subcategory_id,definition
Proper Lifting Mechanics,"<p>Proper lifting mechanics are the foundation of keeping your spine safe during daily activities, whether you are picking up a heavy box, a child, or even a dropped pencil. When you bend at the waist with straight legs, you place the entire weight of the object—plus the weight of your upper body—directly onto the vulnerable discs and ligaments of your lower back. By changing your movement pattern to engage the powerful muscles of your lower body, you create a stable, safe base that protects your spine.</p><p>We highly recommend mastering these mechanics at home to prevent sudden flare-ups and long-term strain. To lift correctly, keep the object close to your body, hinge at your hips, and use the strength of your posterior chain—specifically your glutes and hamstrings—to drive yourself back up. Making this functional movement a daily habit acts as a protective shield for your lower back, ensuring that the progress we make during your chiropractic adjustments isn't undone by a single awkward bend.</p><p><strong>Therapeutic Benefits of Proper Lifting Mechanics:</strong></p><ul><li><p><strong>Reduces Spinal Compression:</strong> Protects your vulnerable intervertebral discs from the dangerous shearing forces that occur when bending and twisting simultaneously.</p></li><li><p><strong>Prevents Muscle Spasms:</strong> Stops the small, stabilizing muscles of your lower back from being overloaded, preventing sudden and painful muscle guarding.</p></li><li><p><strong>Strengthens the Posterior Chain:</strong> Actively engages and builds functional endurance in your glutes, hamstrings, and core with every correct movement.</p></li><li><p><strong>Maintains Chiropractic Progress:</strong> Acts as a daily preventative measure, ensuring your newly restored spinal alignment is protected from everyday mechanical stress.</p></li><li><p><strong>Improves Functional Fitness:</strong> Translates a clinical recommendation into a practical, everyday habit that makes you stronger and more physically resilient in all activities.</p></li></ul>",,homecare,activity_modification,"Proper lifting mechanics means using your strong leg and hip muscles to pick things up, instead of bending and pulling with your back. This protects your spine from injury and keeps your joints moving safely."
Rehab Focused Care Plan ,"<p>A <strong>once-weekly rehab focused chiropractic care plan</strong> focuses on progressive recovery through structured treatment phases. The approach combines hands-on adjustments with active rehabilitation techniques and home exercises to restore function, reduce pain, and prevent recurrence.</p><p><br></p>",,treatment,care_plan_type,"This approach combines hands-on adjustments with active rehabilitation techniques and home exercises to restore function, reduce pain, and prevent recurrence."
 Acute Flare-Up Care Plan,"<p>&nbsp;A flare-up can be frustrating, but it is a very normal part of the healing journey. Whether you slept wrong, lifted something heavy, or simply experienced a sudden return of symptoms, this protocol is designed to address the acute inflammation and pain quickly. We recommend this short-term plan to interrupt the pain cycle, reduce muscle spasms, and stabilize your spine before the issue worsens.</p><p>During this phase, our primary goal is your immediate relief and comfort. We will use gentle, targeted adjustments combined with soothing therapies to calm your nervous system and reduce swelling. By stepping in quickly with this focused care, we can help you regain your mobility, protect the progress you have already made, and get you back to your normal daily activities as swiftly as possible.</p>",,treatment,care_plan_type,"This plan is a short, focused set of treatments designed to quickly calm down sudden pain or a return of your previous symptoms. It helps your body get back on track so you can return to feeling good again."
Elbow Joint Dysfunction,"<p>Your elbow is a complex hinge joint where three of your arm bones meet, allowing you to bend, straighten, and rotate your forearm. When everything is working correctly, these bones glide effortlessly over one another like a well-oiled machine. However, everyday wear and tear, sudden impacts, or repetitive pushing and pulling motions can cause these bones to slightly shift out of their normal groove or become jammed.</p><p>When the elbow joint loses its normal, smooth motion—a condition we call ""dysfunction""—the surrounding muscles, ligaments, and nerves are forced to work much harder to compensate for the stuck joint. Your body responds to this extra mechanical stress by tightening up the area and producing inflammation to protect it, which leaves your elbow feeling stiff, achy, and restricted.</p><p><strong>Common symptoms:</strong></p><ul><li><p>A deep, dull ache inside the elbow joint that worsens when you try to fully bend or completely straighten your arm.</p></li><li><p>A ""catching,"" ""clicking,"" or ""locking"" sensation when moving the elbow, as if the joint is physically getting stuck on something.</p></li><li><p>Noticeable stiffness and a feeling of tightness that makes simple reaching motions uncomfortable.</p></li></ul><p><strong>Common causes:</strong></p><ul><li><p>Repetitive pushing, pulling, or lifting motions over a long period of time, which slowly overworks and jams the joint mechanics.</p></li><li><p>Leaning heavily on a bent elbow for extended periods, such as resting your arm on a desk or armrest, compressing the joint.</p></li><li><p>A sudden, jarring impact to the arm, such as bracing yourself during a minor trip or catching a heavy object unexpectedly.</p></li></ul><p><strong>How chiropractic can help:</strong></p><p>Chiropractic care is highly effective for elbow joint dysfunction because it targets the mechanical root of the problem. Through gentle, precise adjustments, we can safely unlock the ""stuck"" bones in the elbow and restore their normal, smooth gliding motion. This immediately takes the unnatural strain off your surrounding muscles and tendons, lowers localized inflammation, and helps your arm move freely and painlessly again.</p>",,extremity,elbow,"Elbow joint dysfunction happens when the bones that make up your elbow joint become temporarily misaligned or ""stuck,"" preventing smooth movement and causing pain and stiffness."
Migraine Headaches,"<p>When a migraine happens, it is believed that a wave of hyperactive nerve signals travels across your brain. This triggers the release of certain chemicals that cause the blood vessels in your head to swell and become inflamed. This swelling irritates the surrounding nerves, which then send intense, throbbing pain signals back to your brain.</p><p>Because it is a complex neurological event—meaning it involves your nervous system acting up—a migraine affects more than just your head. During an attack, your brain becomes hypersensitive to normal sights, sounds, and smells, making the world feel overwhelmingly bright and loud. This is why most people experiencing a migraine just want to retreat to a dark, quiet room until the storm passes.</p><p><strong>Common symptoms:</strong></p><ul><li><p>Severe, throbbing, or pulsing pain that is typically focused on just one side of your head or behind one eye.</p></li><li><p>Extreme sensitivity to light, sound, and sometimes smells, making normal environments feel physically painful.</p></li><li><p>A sick, unsettled feeling in your stomach, often accompanied by nausea or vomiting.</p></li><li><p>Visual disturbances known as an ""aura,"" such as seeing flashing lights, zigzag lines, or experiencing temporary blind spots just before the headache hits.</p></li></ul><p><strong>Common causes:</strong></p><ul><li><p>Stress and emotional tension, which can cause you to unconsciously tighten your neck and jaw muscles, triggering nerve irritation.</p></li><li><p>Hormonal changes, especially in women, such as the natural fluctuations that occur around a menstrual cycle.</p></li><li><p>Environmental triggers like bright glaring lights, strong smells, sudden weather changes, or consuming specific items like aged cheese, artificial sweeteners, or alcohol.</p></li></ul><p><strong>How chiropractic can help:</strong></p><p>Chiropractic care can be a highly effective preventative tool for migraines. By gently adjusting the joints in your neck and upper back, we can reduce built-up muscle tension and take pressure off the nerves that travel up into your head. This helps calm your highly sensitive nervous system, improves local blood flow, and can naturally reduce the frequency and intensity of your migraine attacks over time.</p>",,diagnosis,cervical_diagnosis,"A migraine is much more than just a bad headache; it is an intense, throbbing pain usually isolated to one side of the head, often accompanied by nausea and extreme sensitivity to light and sound."
Sleep Position and Pillow Selection,"<p>When you're dealing with neck and upper back pain, your sleeping position and pillow choice become crucial for healing and comfort. Here's a breakdown of ergonomic sleep tips:</p><p>By paying attention to your sleeping position and pillow choice, you can significantly reduce neck and upper back pain and improve your sleep quality.<br></p>",,homecare,adls,"Personalized recommendations on how to align your head, neck, and spine while sleeping to reduce morning stiffness and prevent nerve irritation."
Lumbar Sprain/Strain,"<p>Your lower back carries a lot of your body's weight and relies on a strong network of muscles and ligaments (tough, rubber-band-like tissues) to keep you upright and moving safely. A ""strain"" happens when the muscle itself or its tendon is overstretched or torn, often from lifting something heavy. A ""sprain"" means a ligament has been stretched too far or torn, usually from a sudden twist or fall.</p><p>When either of these injuries happens, your body's alarm system goes off. It floods the area with inflammation to start the healing process, which causes the surrounding back muscles to tightly cramp up or ""spasm."" This severe tightness is your body's way of creating a natural splint to stop you from moving and doing more damage, leaving you with intense stiffness and pain.</p><p><strong>Common symptoms:</strong></p><ul><li><p>A sudden, sharp pain in your lower back right after lifting, twisting, or bending.</p></li><li><p>Intense, cramp-like muscle spasms that can make it incredibly hard to stand up completely straight.</p></li><li><p>A deep, heavy ache across your belt line that gets worse when you move and feels slightly better when you rest.</p></li></ul><p><strong>Common causes:</strong></p><ul><li><p>Lifting heavy or bulky objects incorrectly, especially if you bend at the waist and twist at the same time.</p></li><li><p>Sudden, jarring movements, like slipping on the ice, catching yourself during a fall, or making an abrupt turn during a sport.</p></li><li><p>Long-term poor posture or repetitive stress that tires out the lower back muscles until a simple, everyday movement finally causes them to pull.</p></li></ul><p><strong>How chiropractic can help:</strong>&nbsp;</p><p>Chiropractic care helps your back heal faster by making sure the spinal joints surrounded by the injured muscles are moving correctly. By gently restoring proper alignment and motion to your lower back, we remove the mechanical stress that is aggravating the soft tissues. This helps signal your body to relax those painful, guarding muscle spasms, encourages blood flow to clear out inflammation, and allows the muscles and ligaments to heal naturally.</p>",,diagnosis,lumbopelvic_diagnosis,A lumbar sprain or strain is a common lower back injury where the muscles or the tough bands holding your spine together are stretched too far or torn.
Carpal Tunnel Syndrome,"<p>Think of your wrist like a busy, narrow highway tunnel. The ""carpal tunnel"" is a passageway on the palm side of your wrist made of small bones and a tough band of tissue. A major nerve—called the median nerve—travels through this tight space alongside the tendons that help bend your fingers. When we say you have carpal tunnel syndrome, it means something is causing this tunnel to narrow, or the tissues inside the tunnel are swelling up.</p><p>When this swelling or narrowing occurs, it puts direct pressure on that delicate median nerve. Because this nerve controls feeling in your thumb and first three fingers, as well as the muscles that help you grip things, squeezing it causes a disruption in the signals sent to and from your brain. This pressure is what leads to the numbness, tingling, and weakness you feel in your hand.</p><p><strong>Common symptoms:</strong></p><ul><li><p>A numbness or tingling ""pins and needles"" sensation in the thumb, index, middle, and ring fingers.</p></li><li><p>A feeling of weakness or clumsiness in your hand that makes you accidentally drop objects or struggle with fine tasks like buttoning a shirt.</p></li><li><p>Pain or a shocking sensation that travels from your wrist up your forearm, sometimes reaching toward your shoulder.</p></li></ul><p><strong>Common causes:</strong></p><ul><li><p>Repetitive hand and wrist movements, such as typing on a keyboard for hours, working on an assembly line, or using vibrating tools.</p></li><li><p>Keeping your wrist bent up or down for long periods of time, especially while sleeping.</p></li><li><p>Underlying health conditions that cause fluid retention or widespread inflammation, like arthritis or diabetes.</p></li></ul><p><strong>How chiropractic can help:</strong></p><p>Chiropractic care helps relieve carpal tunnel syndrome by addressing the nerve compression at its root. We use gentle, targeted adjustments to the small bones in your wrist to help open up the carpal tunnel and take pressure off the nerve. We also evaluate the joints in your elbow, shoulder, and neck to ensure the nerve isn't being pinched or irritated further up your arm. By restoring proper movement to these joints and reducing inflammation, we help the nerve heal naturally.</p>",,extremity,wrist_hand,Carpal tunnel syndrome is a painful condition in your hand and arm that happens when one of the main nerves to your hand is squeezed or pinched as it travels through your wrist.
Restoring Normal Joint Range of Motion ,"<p>When joints in the spine or extremities become restricted due to injury, poor posture, or prolonged inflammation, they lose their ability to move correctly. This restriction changes how your entire body functions, forcing neighboring muscles and joints to overwork and compensate. Our clinical priority is to identify these restricted areas and use precise chiropractic adjustments to gently restore proper movement and flexibility to the joint structure.</p><p>We focus heavily on this goal because healthy movement is the foundation of long-term joint health. Joints do not have a direct blood supply; instead, they rely on regular movement to pump in nutrients and flush out metabolic waste. By breaking up joint fixations and restoring normal mechanics, we ensure your cartilage stays lubricated, healthy, and resilient against premature wear and tear.</p><p>As your joint range of motion improves, you will notice a significant decrease in daily stiffness and a renewed sense of physical freedom. Simple movements—like turning your head to check your blind spot, bending over to tie your shoes, or reaching for an object on a high shelf—will begin to feel fluid, natural, and entirely pain-free.</p><p><strong>Therapeutic Benefits of Restoring Normal Joint Range of Motion</strong></p><ul><li><p><strong>Elimination of Chronic Stiffness:</strong> Breaks up stubborn joint restrictions and adhesions in the surrounding soft tissues, providing a immediate feeling of physical lightness and ease.</p></li><li><p><strong>Enhanced Joint Nutrition and Health:</strong> Stimulates the natural pumping action required to circulate nutrient-rich synovial fluid throughout the joint capsule, lubricating cartilage and preventing premature degeneration.</p></li><li><p><strong>Reduced Compensatory Strain:</strong> By ensuring the restricted joint moves fully, adjacent muscles and joints no longer have to overwork or twist unnaturally to compensate for the lack of movement.</p></li><li><p><strong>Improved Balance and Coordination:</strong> Re-activates vital sensory receptors inside the joint, which sharpens your brain's awareness of your body's position, leading to smoother, more coordinated daily movements.</p></li><li><p><strong>Prevention of Future Injury:</strong> Re-establishing balanced, symmetrical movement patterns ensures that everyday physical stresses are distributed evenly across your body, minimizing localized wear and tear.</p></li></ul>",,treatment,treatment_goals,"This goal focuses on helping your stiff or locked joints move freely and smoothly through their full, natural range. It is like putting oil on a rusty hinge so it can open and close without getting stuck. "
Scapular dyskinesis,"<p>Your shoulder blade (scapula) acts as the moving foundation for your entire arm. It is designed to glide smoothly across the back of your ribs, coordinated perfectly by a balanced team of muscles. When we say you have ""dyskinesis"" (which simply means abnormal movement), it means this delicate teamwork has broken down. Instead of gliding in a perfect rhythm, the shoulder blade might pop out, tilt forward, or stay stuck in place while your arm moves.</p><p>When this foundation doesn't move correctly, the rest of your shoulder is forced to compensate. This puts extra mechanical stress on the joints and tendons in the front of your shoulder and up into your neck. Over time, this leads to painful pinching, chronic muscle tightness, and a frustrating, aching fatigue whenever you try to use your arm for everyday tasks.</p><p><strong>Common symptoms:</strong></p><ul><li><p>A visible ""winging"" or popping out of the shoulder blade from your back, which you might notice in a mirror or when leaning against a wall.</p></li><li><p>A deep, dull ache around the edges of the shoulder blade that often spreads up into the base of your neck and upper back.</p></li><li><p>A clunky, catching sensation or a feeling of weakness in the shoulder when trying to reach overhead, lift something heavy, or swing your arm.</p></li></ul><p><strong>Common causes:</strong></p><ul><li><p>Spending long, uninterrupted hours hunched over a laptop or keyboard, which weakens the stabilizing muscles in your back and tightens the muscles in your chest.</p></li><li><p>Repetitive, fast-paced arm motions, such as swinging a pickleball paddle or throwing a ball, which can overwork and throw off the balance of the shoulder muscles.</p></li><li><p>Unbalanced heavy lifting or reaching, such as doing overhead DIY mechanical repairs or lifting awkward loads, which strains the muscles that anchor the shoulder blade.</p></li></ul><p><strong>How chiropractic can help:</strong></p><p>Chiropractic care helps correct scapular dyskinesis by addressing the mechanical roadblocks that are preventing smooth movement. By gently adjusting the joints in your mid-back, neck, and rib cage, we ensure there is no physical restriction keeping the shoulder blade from gliding. We also use targeted soft tissue therapies to release tight, pulling muscles in the chest, and guide you through specific exercises to ""wake up"" the lazy back muscles so your shoulder blade and arm can move in perfect harmony again.</p>",,extremity,shoulder,Scapular dyskinesis happens when your shoulder blade doesn't move correctly or smoothly in sync with your arm as you lift or reach.
Self Cracking ,"<p><strong>What is Self-Cracking?</strong></p><p>Self-cracking, or self-manipulation, refers to the practice of intentionally creating joint cavitation (the ""popping"" sound) by twisting, turning, or manipulating one's own joints, particularly the spine, neck, and other joints.</p><h3><strong>Biomechanical Concerns</strong></h3><ol><li><p><strong>Improper Force Application</strong></p></li></ol><ul><li><p>Non-professionals lack precise joint targeting</p></li><li><p>Risk of applying force at incorrect angles</p></li><li><p>Potential for creating joint hypermobility</p></li></ul><ol start=""2""><li><p><strong>Unintended Consequences</strong></p></li></ol><ul><li><p>Potential ligament stretching</p></li><li><p>Temporary joint instability</p></li><li><p>Increased risk of future joint dysfunction</p></li></ul>",,homecare,wellness,
Footware Selection,"<p>Improperly supported feet can affect the alignment of all of the structures above. To improve your overall comfort:</p><ul><li><p>Choose shoes with good arch support.</p></li><li><p>Avoid going barefoot or wearing shoes that lack support (i.e. flip-flops). The following brands of sandals provide better than average arch support: Naot, Fit Flops, Orthoheels, Abeo, Vionic, and Yellow Box.</p></li><li><p>Avoid high-heeled shoes or boots (keep heels to a maximum of 1½ inches, especially if you are going to be doing a lot of walking).</p></li><li><p>&nbsp;""Cross-trainer"" athletic shoes tend to provide the best all-around support and shock absorption for daily activities.</p></li><li><p>Patients with fallen arches should consider adding arch supports or orthotics.</p></li><li><p>Repair or replace shoes with worn soles or heels.</p></li></ul>",,homecare,wellness,"Guidance on choosing shoes with the right arch support, cushioning, and fit to provide a stable foundation for your body and reduce stress on your joints."
Improve Quality of Sleep,"<p>&nbsp;Sleep is when your body does its most important and heavy lifting when it comes to healing. When you are struggling with an injury or chronic ache, your nervous system is constantly receiving distress signals. This keeps your body in a state of high alert, making it incredibly difficult to fall asleep, stay asleep, or find a comfortable resting position. Over time, this lack of rest slows down your recovery and leaves you feeling drained.</p><p>Our clinical goal is to quiet those distress signals. By utilizing targeted chiropractic adjustments and therapies, we relieve the joint pressure and muscle tension that are keeping you awake. Once your physical pain is managed, your nervous system can finally transition into a relaxed, restorative state. Improving your sleep is a vital part of your care plan because it gives your body the uninterrupted time it needs to repair tissues, reduce inflammation, and help you wake up feeling refreshed and ready to move.</p><p><strong>Therapeutic Benefits of Improving Quality of Sleep:</strong></p><ul><li><p><strong>Accelerates Tissue Repair:</strong> Maximizes your body's natural release of healing hormones during deep sleep to rapidly repair damaged muscles, ligaments, and spinal discs.</p></li><li><p><strong>Calms the Nervous System:</strong> Shifts your body out of a stressed, pain-induced ""fight or flight"" mode and into the relaxed, parasympathetic state required for cellular healing.</p></li><li><p><strong>Reduces Pain Sensitivity:</strong> A well-rested brain is much better equipped to manage and process pain signals, significantly lowering your overall perception of discomfort throughout the day.</p></li><li><p><strong>Decreases Morning Stiffness:</strong> Allows your hardworking postural muscles to completely power down and relax overnight, preventing the tight, locked-up feeling when you first get out of bed.</p></li><li><p><strong>Boosts Daily Energy:</strong> Eliminates the physical and mental fatigue associated with poor sleep, giving you the vitality and focus to easily engage in your daily activities and corrective exercises.</p></li></ul>",,treatment,treatment_goals,"Our goal is to help your body relax and power down fully at night. By taking away the pain and tension that keep you tossing and turning, you can finally get the deep, restful sleep you need to heal."
Intersegmental Traction,"<p>When your spine is misaligned or stiff from daily stress and poor posture, the muscles surrounding it become tight and the joints lose their normal, healthy motion. We recommend Intersegmental Traction to gently reintroduce that vital movement. As you relax on the table, specialized rollers slowly travel up and down your back, creating a soothing, wave-like motion that stretches the spinal joints and massages the supporting muscles.</p><p>This passive motion therapy does more than just feel good; it is a critical part of your healing journey. By gently moving the spine, it acts like a pump, drawing fresh, nutrient-rich fluids into the spinal discs to help them stay plump, hydrated, and healthy. It also helps retrain your over-stressed muscles to relax, making your chiropractic adjustments more effective and longer-lasting. Ultimately, this therapy accelerates your recovery, reduces muscle spasms, and helps you regain the comfortable, pain-free mobility you deserve.</p>",,treatment,treatment_modalities," Intersegmental traction is a relaxing therapy where you lie on a special table with built-in rollers that gently massage and stretch your spine. This helps improve your flexibility, relaxes tight muscles, and gets healing fluids moving in your back."
Maintenance vs PRN Care,"<p><strong>Congratulations!</strong><br>You’ve finished your active care plan—great job taking the steps to get your body moving and feeling better. Now that your main care is complete, you have two paths moving forward: <strong>Maintenance Care</strong> or <strong>PRN (As Needed) Care.</strong> Each option has its own benefits, and the best choice depends on your lifestyle, health goals, and how your body responds over time.</p><hr><p><strong>Maintenance Care</strong><br>Maintenance care means keeping a regular schedule of visits even after you’re feeling better. The goal is to support long-term spinal health, reduce flare-ups, and help you stay at your best.</p><p><strong>Benefits of Maintenance Care</strong></p><ul><li><p>Helps prevent small issues from becoming bigger problems</p></li><li><p>Supports good posture and movement habits</p></li><li><p>Reduces the risk of recurring pain episodes</p></li><li><p>Provides regular check-ins for ongoing health</p></li></ul><p><strong>Best Fit For:</strong></p><ul><li><p>People with busy, physically demanding jobs or sports</p></li><li><p>Those who’ve had recurring back, neck, or joint issues in the past</p></li><li><p>Patients who want to stay proactive about their health</p></li><li><p>Anyone who prefers a preventative approach rather than waiting for problems</p></li></ul><hr><p><strong>PRN (As Needed) Care</strong><br>PRN care means you schedule visits only when you feel pain, stiffness, or another concern. There’s no set schedule—you come in if and when something bothers you.</p><p><strong>Considerations with PRN Care</strong></p><ul><li><p>Care begins only after discomfort shows up</p></li><li><p>May require more visits in a row if issues have built up</p></li><li><p>Less frequent monitoring of spinal and joint health</p></li><li><p>Works best if your body rarely experiences recurring symptoms</p></li></ul><p><strong>Best Fit For:</strong></p><ul><li><p>People who only have occasional pain or stiffness</p></li><li><p>Patients with low risk of recurring problems</p></li><li><p>Those who prefer to come in only when they feel they need care</p></li><li><p>Anyone who feels confident managing their body day-to-day without regular check-ins</p></li></ul>",,treatment,care_plan_type,
Trigger Point Therapy,"<p>When muscles become stressed from injury, poor posture, or overuse, they can form painful, hard knots called trigger points. These tight areas don't just hurt where they are located; they can actually send ""referred pain"" to completely different parts of your body, causing headaches, backaches, or joint stiffness. Our clinic recommends this therapy to get right to the root of that deep muscle tension.</p><p>During your session, we will apply focused, gentle pressure directly to these knots. You might feel a brief moment of discomfort followed by a deep sense of release as the muscle fibers finally let go and relax. By breaking up these trigger points, we help improve your blood flow, calm your nervous system, and restore healthy, pain-free movement to your body so you can heal faster and feel like yourself again.</p>",,treatment,treatment_modalities,Trigger Point Therapy is a hands-on treatment that presses on specific tight knots in your muscles to help them relax. This helps stop the pain and makes it easier for you to move normally again.
Wrist Sprain/Strain,"<p>Your wrist is a complex, flexible web of small bones, muscles, tendons, and ligaments that work together to give your hand an incredible range of motion. A ""sprain"" happens when the strong, rubber-band-like ligaments that hold your wrist bones together are stretched beyond their natural limit or suffer micro-tears. A ""strain,"" on the other hand, involves damage to the muscles or the tendons that anchor those muscles to the bones in your forearm and hand.</p><p>Both of these injuries typically happen when a sudden, forceful movement overwhelms the joint. When the soft tissues pull apart or tear, your body’s natural defense mechanism rushes fluid and inflammation to the area to protect it like an internal cast. This sudden swelling is what limits your movement, making your wrist feel stiff, weak, and highly sensitive when you try to use it.</p><p><strong>Common symptoms:</strong></p><ul><li><p>A sudden, sharp pain at the moment of injury, often accompanied by a ""pop"" or a sensation of tearing.</p></li><li><p>Swelling, bruising, and a feeling of warmth around the wrist joint that develops quickly after the incident.</p></li><li><p>Significant weakness and pain when trying to grip objects, twist a doorknob, or put body weight onto your hand.</p></li></ul><p><strong>Common causes:</strong></p><ul><li><p>Catching yourself during a fall by landing on an outstretched hand, which violently forces the wrist to bend backward too far.</p></li><li><p>Sudden twisting or forceful bending of the wrist during sports or physical activities, like swinging a racket or catching a heavy ball.</p></li><li><p>Lifting an object that is awkwardly shaped or far too heavy, which suddenly overloads and stretches the muscles and tendons.</p></li></ul><p><strong>How chiropractic can help:</strong></p><p>Chiropractic care helps speed up recovery for wrist sprains and strains by ensuring all the small bones in your wrist, forearm, and elbow are properly aligned. By gently adjusting any restricted joints, we can relieve tension on the healing soft tissues, reduce localized swelling, and restore normal, pain-free movement. We also utilize targeted therapies to encourage healthy blood flow and guide the injured ligaments and muscles to heal correctly, reducing the chance of chronic weakness or reinjury.</p>",,extremity,wrist_hand,A wrist sprain or strain is a painful soft tissue injury that happens when the ligaments connecting your wrist bones (a sprain) or the muscles and tendons that move your hand (a strain) are stretched too far or torn.
Tarsal Tunnel Syndrome,"<p>Think of the tarsal tunnel as a narrow passageway or tube on the inside of your ankle, right behind your ankle bone, that is covered by a thick band of tissue. A very important nerve, which provides feeling and movement to the bottom of your foot and toes, travels right through this tunnel. When the space inside this tunnel becomes smaller due to swelling, inflammation, or having fallen arches, it physically pinches that nerve.</p><p>Because nerves are highly sensitive, this squeezing acts like stepping on a garden hose, interrupting the normal flow of signals. This pinched nerve in your ankle causes uncomfortable nerve pain, tingling, and numbness that radiates down into the heel, sole, and sometimes the toes of your foot.</p><p><strong>Common symptoms:</strong></p><ul><li><p>A tingling, ""pins and needles"" sensation or numbness on the bottom of your foot or in your toes.</p></li><li><p>A sharp, shooting pain or a burning feeling in the heel or sole of the foot that often gets worse after standing or walking for long periods.</p></li><li><p>Pain, burning, or cramping in the foot that might wake you up at night or feel better when you rest and elevate your leg.</p></li></ul><p><strong>Common causes:</strong></p><ul><li><p>Having flat feet or fallen arches, which causes the foot to roll inward, stretching the nerve while tightening the tunnel.</p></li><li><p>Swelling or inflammation in the ankle from a recent sprain, chronic arthritis, or even systemic conditions like diabetes.</p></li><li><p>An enlarged structure inside the tunnel pressing on the nerve, such as a swollen tendon, a varicose vein, or a bone spur.</p></li></ul><p><strong>How chiropractic can help:</strong></p><p>Chiropractic care focuses on relieving the pressure on the trapped nerve. By gently adjusting the bones in your ankle and foot, we can improve the mechanical alignment of your arch, preventing your foot from rolling inward and squeezing the tunnel. We also work on releasing tight muscles and tissues in the calf and foot to reduce inflammation and give the nerve the space it needs to function properly without pain.</p><p><br></p>",,extremity,ankle_foot,Tarsal tunnel syndrome is a painful condition caused by the squeezing or pinching of a major nerve that runs through a narrow space on the inside of your ankle.
Ankle Distraction Band exercise ,<p>See linked video for a demonstration</p>,https://youtube.com/shorts/NI8Q6BR4kSw?si=_TaLnHM4K4qPy0Z9,exercises,lower_extremity_exercises,
Triangular Fibrocartilage Complex (TFCC) Injury,"<p>Your wrist is an incredibly complex joint. On the side of your wrist nearest your pinky finger, there is a specialized structure called the Triangular Fibrocartilage Complex (TFCC). You can think of it like a tiny, built-in shock absorber or a supportive hammock made of cartilage and ligaments. Its main job is to keep the bones in your forearm stable and securely connected when you grip things heavily, bear weight, or rotate your hand.</p><p>When this ""hammock"" is suddenly torn due to a forceful injury, or if it slowly wears down and frays over time, it loses its ability to stabilize the wrist joint. Without that essential support, the bones can pinch and rub improperly. This leads to a painful clicking sensation, a frustrating feeling of weakness, and a sharp pain on the outside edge of your wrist, especially when you try to twist your forearm or put your body weight on your hand.</p><p><strong>Common symptoms:</strong></p><ul><li><p>A sharp, pinching pain on the pinky-side of your wrist, especially when turning your hand (like turning a doorknob, using a screwdriver, or pouring from a pitcher).</p></li><li><p>A noticeable clicking, popping, or catching sensation that you can hear and feel deep inside the joint when you move your wrist.</p></li><li><p>A sudden loss of grip strength, making you feel like your wrist might ""give out"" when trying to lift heavy objects or hold a coffee cup.</p></li></ul><p><strong>Common causes:</strong></p><ul><li><p>Falling onto an outstretched hand, which forcefully bends the wrist backward and crushes or tears the delicate cartilage.</p></li><li><p>Twisting the wrist forcefully under pressure, which is very common in racket sports like pickleball or tennis, or when using heavy mechanical tools.</p></li><li><p>Age-related degenerative wear and tear, where the cartilage naturally thins out and becomes more prone to fraying and tearing during everyday tasks.</p></li></ul><p><strong>How chiropractic can help:</strong></p><p>Chiropractic care can help relieve the pain of a TFCC injury by ensuring the bones of the wrist, hand, and forearm are perfectly aligned. By using gentle, targeted adjustments to restore proper movement to any jammed or misaligned joints, we can take the stress and pinching pressure off the injured cartilage. We also utilize specific soft tissue therapies to reduce localized swelling and promote blood flow to the damaged ligaments, helping your wrist heal naturally while you regain your grip strength.</p>",,extremity,wrist_hand,A Triangular Fibrocartilage Complex (TFCC) injury is a tear or sprain in the small network of cartilage and ligaments located on the pinky-side of your wrist.
Lumbar Disc Herniation,"<p>Your lower spine is made up of stacked bones, and between each one is a flexible pad called a disc. These discs act like tiny jelly donuts, with a tough outer ring and a soft, gel-like center. Due to everyday wear and tear, prolonged sitting, or a sudden heavy lift, the tough outer layer can tear, allowing the soft ""jelly"" center to push out. When this happens in your lower back, it is called a lumbar disc herniation.</p><p>Because the space around your spinal cord is quite narrow, this bulging disc material can easily press against delicate nerves, especially the large sciatic nerve that runs down your leg. This pressure creates inflammation and sends intense pain, numbness, or tingling shooting from your lower back, through your buttock, and all the way down into your foot.</p><p><strong>Common symptoms:</strong></p><ul><li><p>A sharp, shooting, or electrical pain that travels from your lower back, down your leg, and into your foot (often called sciatica).</p></li><li><p>Numbness, tingling, or a ""pins and needles"" feeling in your leg, foot, or toes.</p></li><li><p>Unexpected weakness in your leg or foot, making it difficult to stand on your toes, lift your foot while walking, or maintain your balance.</p></li></ul><p><strong>Common causes:</strong></p><ul><li><p>Lifting a heavy object with a twisting motion, putting sudden, forceful pressure on the lower back discs.</p></li><li><p>Gradual wear and tear over time, causing the discs to dry out, weaken, and become more prone to tearing as you age.</p></li><li><p>Prolonged sitting with poor posture, which puts constant, heavy pressure on the discs in your lower spine.</p></li></ul><p><strong>How chiropractic can help:</strong></p><p>Chiropractic care helps relieve the pressure on the injured disc by gently improving the alignment and movement of your lower spine. By taking the physical stress off the affected area, we can help reduce nerve irritation, decrease protective muscle spasms, and create a better environment for the disc to heal naturally and comfortably.</p>",,diagnosis,lumbopelvic_diagnosis,"A lumbar disc herniation occurs when one of the soft, shock-absorbing pads in your lower back bulges or breaks open, putting painful pressure on nearby nerves."
